ID	HC10	HC11	HC12	HC14	HC15	HC16	HC17	HC18	HC19	HC1	HC21	HC22	HC23	HC24	HC25	HC2	HC3	HC4	HC5	HC6	HC7	HC8	Patient10	Patient11	Patient12	Patient13	Patient14	Patient15	Patient16	Patient17	Patient20	Patient23	Patient24	Patient26	Patient27	Patient28	Patient29	Patient30	Patient31	Patient32	Patient33	Patient34	Patient35	Patient37	Patient38	Patient39	Patient3	Patient40	Patient44	Patient47	Patient49	Patient4	Patient50	Patient51	Patient52	Patient5	Patient6	Patient7	Patient8	Patient9	KEGG_Pathways
1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation	58.0	33.0	83.0	113.0	46.0	171.0	151.0	82.0	72.0	41.0	129.0	138.0	69.0	82.0	17.0	59.0	18.0	9.0	44.0	46.0	1072.0	20.0	26.0	22.0	13.0	47.0	24.0	75.0	13.0	7.0	17.0	9.0	11.0	21.0	9.0	284.0	26.0	18.0	18.0	189.0	69.0	22.0	11.0	45.0	13.0	26.0	21.0	48.0	9.0	19.0	16.0	713.0	46.0	352.0	29.0	396.0	67.0	79.0	11.0	16.0	Metabolism; Xenobiotics Biodegradation and Metabolism; 1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation
ABC transporters	1255587.0	1411813.0	1285026.0	1500754.0	1890783.0	2344214.0	1874393.0	2087705.0	1332753.0	1349211.0	2199521.0	1774912.0	3265670.0	1633570.0	2104759.0	1683835.0	2421134.0	3817375.0	2292398.0	2269660.0	2846799.0	1696255.0	1871192.0	2197946.0	1875196.0	1472059.0	2178722.0	2909481.0	2821145.0	1694071.0	1668641.0	5147906.0	1265347.0	5973007.0	1470712.0	2506406.0	1750509.0	1553449.0	1865633.0	1934290.0	3578780.0	1644020.0	2653212.0	2146049.0	1462211.0	2630614.0	1679187.0	2177005.0	1725324.0	1299692.0	2285027.0	1922105.0	1817852.0	2221244.0	2013075.0	997283.0	1568555.0	1495626.0	2699632.0	1606530.0	Environmental Information Processing; Membrane Transport; ABC transporters
Adherens junction	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	3.0	1.0	1.0	3.0	3.0	2.0	3.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	4.0	3.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	3.0	2.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	2.0	3.0	3.0	Cellular Processes; Cell Communication; Adherens junction
Adipocytokine signaling pathway	30109.0	27151.0	23995.0	41504.0	42096.0	29243.0	35688.0	45275.0	18685.0	16049.0	29515.0	36735.0	38468.0	22799.0	32491.0	38669.0	23324.0	24368.0	31143.0	22043.0	33818.0	48025.0	34786.0	31855.0	36557.0	41108.0	71428.0	32949.0	58493.0	50379.0	71288.0	43944.0	30032.0	36725.0	56342.0	38039.0	52313.0	33977.0	32722.0	45013.0	34022.0	34802.0	25553.0	51410.0	26814.0	37239.0	42529.0	31061.0	56097.0	29869.0	34352.0	65934.0	36558.0	44885.0	32826.0	17760.0	29496.0	44981.0	41801.0	54763.0	Organismal Systems; Endocrine System; Adipocytokine signaling pathway
African trypanosomiasis	357.0	2251.0	636.0	1591.0	3218.0	387.0	3301.0	6144.0	677.0	1163.0	2693.0	608.0	1690.0	526.0	1140.0	2744.0	1574.0	1684.0	2741.0	3110.0	1142.0	7852.0	2847.0	1669.0	3572.0	2283.0	16842.0	4197.0	12775.0	2593.0	16736.0	18580.0	2815.0	18273.0	13489.0	4938.0	6646.0	9124.0	5796.0	5245.0	12021.0	5552.0	7311.0	6033.0	8511.0	8008.0	4895.0	3324.0	10343.0	3870.0	6101.0	11653.0	3043.0	3044.0	6079.0	6540.0	4262.0	3195.0	10747.0	12067.0	Human Diseases; Infectious Diseases; African trypanosomiasis
Alanine, aspartate and glutamate metabolism	435724.0	414226.0	423242.0	534335.0	617974.0	748438.0	615592.0	666322.0	388112.0	400818.0	658167.0	608226.0	984689.0	512702.0	634062.0	558065.0	665792.0	1046138.0	619255.0	573006.0	726519.0	506320.0	540783.0	642966.0	595456.0	529852.0	641825.0	821736.0	719346.0	646616.0	520374.0	860222.0	429309.0	915943.0	452591.0	654317.0	576461.0	490348.0	582104.0	607968.0	713666.0	478372.0	670273.0	787091.0	399788.0	620458.0	508261.0	525880.0	531650.0	414641.0	621519.0	612815.0	564342.0	737051.0	536342.0	257439.0	457463.0	533036.0	625226.0	501929.0	Metabolism; Amino Acid Metabolism; Alanine, aspartate and glutamate metabolism
Aldosterone-regulated sodium reabsorption	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	Organismal Systems; Excretory System; Aldosterone-regulated sodium reabsorption
Alzheimer's disease	20948.0	18834.0	20445.0	22473.0	24895.0	32681.0	27117.0	27773.0	17797.0	16899.0	29134.0	25118.0	45638.0	22658.0	27281.0	23989.0	29923.0	45301.0	30109.0	28522.0	30839.0	23283.0	26736.0	27919.0	27194.0	23285.0	26089.0	34168.0	35679.0	32758.0	23439.0	54692.0	18134.0	64936.0	19997.0	29030.0	26637.0	29156.0	23599.0	27269.0	38182.0	20666.0	27991.0	34482.0	14414.0	29654.0	23570.0	24565.0	22558.0	16122.0	26664.0	27720.0	25841.0	30939.0	23849.0	8773.0	20490.0	23206.0	33120.0	24571.0	Human Diseases; Neurodegenerative Diseases; Alzheimer's disease
Amino acid metabolism	61777.0	60793.0	76235.0	79814.0	69675.0	73825.0	91541.0	71702.0	55624.0	33798.0	83751.0	87812.0	106915.0	66043.0	72338.0	92285.0	77633.0	95187.0	110371.0	126505.0	173242.0	75142.0	89393.0	102110.0	67994.0	69367.0	79047.0	67600.0	116301.0	76235.0	61719.0	384800.0	61566.0	421638.0	47182.0	124766.0	69077.0	91750.0	94398.0	96079.0	209232.0	78990.0	150837.0	73993.0	79076.0	148983.0	72808.0	110279.0	69456.0	61231.0	98664.0	83958.0	83159.0	89572.0	95965.0	50711.0	78449.0	66141.0	138740.0	66458.0	Unclassified; Metabolism; Amino acid metabolism
Amino acid related enzymes	640886.0	579532.0	599387.0	687695.0	796164.0	1044816.0	820803.0	886556.0	538839.0	551190.0	898907.0	804242.0	1371026.0	742893.0	862605.0	741242.0	927116.0	1458057.0	858593.0	791595.0	980550.0	692368.0	739803.0	842189.0	798861.0	676546.0	813451.0	1126340.0	966812.0	889216.0	702898.0	1162221.0	557461.0	1362736.0	595069.0	880757.0	778769.0	669242.0	759123.0	805327.0	987828.0	631648.0	855490.0	1056350.0	508731.0	836747.0	698164.0	811019.0	702704.0	531674.0	834644.0	810298.0	772936.0	960040.0	752011.0	323367.0	612756.0	694858.0	878422.0	696800.0	Metabolism; Amino Acid Metabolism; Amino acid related enzymes
Amino sugar and nucleotide sugar metabolism	579209.0	534739.0	597082.0	701507.0	771228.0	1060135.0	804313.0	875719.0	534297.0	550616.0	924979.0	825122.0	1229016.0	747944.0	829504.0	782310.0	907193.0	1458909.0	872130.0	864900.0	951592.0	684502.0	737379.0	813933.0	794685.0	653337.0	648803.0	1062157.0	969085.0	768757.0	657792.0	1371844.0	566471.0	1474323.0	599403.0	830249.0	730448.0	639625.0	750713.0	729182.0	1025286.0	601616.0	921312.0	1157362.0	539742.0	907577.0	639718.0	748553.0	585359.0	509792.0	780580.0	784024.0	735517.0	914415.0	795051.0	320611.0	624574.0	660404.0	906027.0	684033.0	Metabolism; Carbohydrate Metabolism; Amino sugar and nucleotide sugar metabolism
Aminoacyl-tRNA biosynthesis	521469.0	478178.0	492380.0	552671.0	618692.0	824495.0	660181.0	707423.0	433486.0	443149.0	724056.0	640066.0	1168898.0	595984.0	687177.0	593364.0	742171.0	1166298.0	694678.0	622907.0	784790.0	566296.0	622540.0	665202.0	663713.0	541600.0	655771.0	896087.0	764643.0	797202.0	597514.0	686704.0	453928.0	916207.0	508719.0	687537.0	658886.0	518370.0	573139.0	680672.0	671722.0	483456.0	652421.0	937863.0	344773.0	640362.0	595944.0	644867.0	579281.0	404293.0	633727.0	690878.0	636202.0	786554.0	627247.0	202795.0	474012.0	567478.0	683031.0	605175.0	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis
Aminobenzoate degradation	34507.0	34350.0	39801.0	49586.0	45318.0	51876.0	61807.0	43426.0	33092.0	23366.0	50914.0	64024.0	73490.0	55824.0	43986.0	46641.0	50426.0	63982.0	76823.0	62629.0	62999.0	41671.0	64422.0	57235.0	52747.0	51338.0	36998.0	45885.0	71666.0	76289.0	39002.0	229003.0	35282.0	246130.0	39460.0	65298.0	48767.0	84283.0	69402.0	59347.0	129902.0	49074.0	46603.0	47672.0	64991.0	82065.0	46389.0	51323.0	36807.0	36678.0	58110.0	49215.0	47220.0	59261.0	46097.0	48709.0	51945.0	50523.0	85507.0	40765.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Aminobenzoate degradation
Amoebiasis	876.0	2296.0	1659.0	4307.0	5719.0	1221.0	5291.0	2288.0	2172.0	1067.0	3995.0	3209.0	2071.0	1047.0	2117.0	3074.0	2402.0	3369.0	3745.0	1009.0	10136.0	1994.0	1675.0	3734.0	3978.0	3594.0	17846.0	4045.0	719.0	2966.0	3553.0	730.0	3779.0	1793.0	976.0	5041.0	2474.0	5622.0	2479.0	5679.0	1028.0	4358.0	777.0	4604.0	1718.0	6721.0	3951.0	4066.0	11461.0	3610.0	4105.0	2741.0	3831.0	5994.0	1886.0	249.0	2411.0	4892.0	3474.0	2506.0	Human Diseases; Infectious Diseases; Amoebiasis
Amyotrophic lateral sclerosis (ALS)	998.0	1830.0	3771.0	4539.0	2419.0	2553.0	2212.0	2877.0	2188.0	759.0	5638.0	3165.0	2176.0	1623.0	2801.0	5287.0	3445.0	4951.0	8257.0	9267.0	9440.0	3599.0	7021.0	4531.0	3161.0	3666.0	3154.0	1791.0	11482.0	1558.0	3258.0	54026.0	3097.0	49992.0	5967.0	6940.0	2617.0	11269.0	12352.0	5271.0	28469.0	7429.0	22918.0	1672.0	15805.0	12481.0	3819.0	3709.0	2320.0	5460.0	6048.0	5990.0	2661.0	2768.0	8413.0	13587.0	8646.0	3587.0	14585.0	2338.0	Human Diseases; Neurodegenerative Diseases; Amyotrophic lateral sclerosis (ALS)
Antigen processing and presentation	18166.0	14947.0	15775.0	18871.0	21759.0	31962.0	22989.0	21410.0	16349.0	15486.0	24340.0	24221.0	42949.0	21546.0	24298.0	20711.0	26775.0	42607.0	23167.0	21780.0	27618.0	13150.0	20686.0	24859.0	21697.0	19495.0	7011.0	29008.0	18961.0	28784.0	6908.0	23995.0	16161.0	26588.0	7294.0	20753.0	18588.0	17182.0	22019.0	21759.0	24058.0	15646.0	22073.0	26646.0	11110.0	18561.0	15720.0	15593.0	10589.0	13877.0	20212.0	14523.0	21393.0	27641.0	16670.0	7696.0	15836.0	18649.0	16513.0	10520.0	Organismal Systems; Immune System; Antigen processing and presentation
Apoptosis	71.0	269.0	2050.0	1568.0	143.0	236.0	211.0	305.0	188.0	25.0	885.0	139.0	294.0	129.0	689.0	456.0	499.0	339.0	2103.0	238.0	779.0	630.0	445.0	798.0	578.0	964.0	888.0	164.0	551.0	659.0	478.0	241.0	228.0	2201.0	226.0	608.0	579.0	1429.0	250.0	329.0	220.0	350.0	224.0	1020.0	1393.0	585.0	743.0	392.0	509.0	98.0	440.0	617.0	385.0	122.0	305.0	152.0	1168.0	684.0	1528.0	460.0	Cellular Processes; Cell Growth and Death; Apoptosis
Arachidonic acid metabolism	19405.0	3998.0	14988.0	5222.0	3463.0	20836.0	6712.0	2655.0	6753.0	1283.0	7939.0	2127.0	3029.0	7975.0	3207.0	7593.0	6218.0	3638.0	11273.0	11819.0	6150.0	3844.0	8262.0	5736.0	3788.0	4263.0	3173.0	1708.0	13712.0	7990.0	3571.0	71249.0	4451.0	67325.0	5875.0	10521.0	2976.0	18003.0	14571.0	4758.0	35877.0	10984.0	10514.0	2759.0	18413.0	16210.0	3366.0	12407.0	3031.0	6361.0	10958.0	4569.0	5953.0	5479.0	2530.0	15233.0	9421.0	3626.0	18624.0	4226.0	Metabolism; Lipid Metabolism; Arachidonic acid metabolism
Arginine and proline metabolism	452678.0	479060.0	440757.0	588639.0	670808.0	804387.0	682408.0	723405.0	444985.0	458385.0	722240.0	686059.0	1134054.0	593280.0	723394.0	635590.0	777597.0	1221300.0	737541.0	697447.0	867770.0	555093.0	630935.0	731983.0	647952.0	575608.0	548900.0	911184.0	822239.0	817277.0	507253.0	1247662.0	446678.0	1380998.0	447097.0	752644.0	638304.0	579207.0	633443.0	641304.0	934780.0	517785.0	694013.0	866107.0	413555.0	705782.0	560416.0	604061.0	509779.0	445322.0	697332.0	643953.0	646645.0	796141.0	618228.0	261053.0	509195.0	587622.0	742024.0	534985.0	Metabolism; Amino Acid Metabolism; Arginine and proline metabolism
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	3.0	1.0	1.0	3.0	3.0	2.0	3.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	4.0	3.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	3.0	2.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	2.0	3.0	3.0	Human Diseases; Cardiovascular Diseases; Arrhythmogenic right ventricular cardiomyopathy (ARVC)
Ascorbate and aldarate metabolism	21989.0	29125.0	44445.0	44513.0	35272.0	45552.0	49456.0	37744.0	29935.0	18050.0	57579.0	48244.0	51803.0	44995.0	34424.0	60201.0	47446.0	62831.0	92398.0	119519.0	82191.0	36483.0	88996.0	48824.0	57446.0	35886.0	28597.0	45738.0	121650.0	76897.0	25533.0	445819.0	42768.0	465707.0	73302.0	73488.0	38040.0	67114.0	60433.0	48871.0	215472.0	46816.0	152930.0	114023.0	58506.0	118799.0	46494.0	48911.0	27982.0	28564.0	59987.0	60918.0	35283.0	43057.0	65173.0	38189.0	57321.0	40278.0	132310.0	40913.0	Metabolism; Carbohydrate Metabolism; Ascorbate and aldarate metabolism
Atrazine degradation	4589.0	5199.0	3312.0	4811.0	4314.0	3726.0	10126.0	2564.0	5498.0	1094.0	4619.0	2970.0	4005.0	1679.0	4589.0	7923.0	6794.0	8835.0	10292.0	13467.0	23097.0	5843.0	9522.0	8750.0	6280.0	3676.0	5035.0	2843.0	11979.0	14429.0	1889.0	58964.0	1811.0	68063.0	1644.0	12200.0	2972.0	28832.0	2831.0	4792.0	27863.0	6826.0	3389.0	2195.0	2138.0	14493.0	7142.0	10432.0	6182.0	2934.0	8757.0	4423.0	7332.0	2871.0	5146.0	1353.0	4493.0	4698.0	19348.0	7292.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Atrazine degradation
Bacterial chemotaxis	221640.0	203310.0	135348.0	127898.0	280862.0	611638.0	270257.0	366136.0	236531.0	418538.0	423120.0	319027.0	883320.0	396838.0	397678.0	194229.0	551099.0	1146496.0	307741.0	179116.0	248655.0	147178.0	164542.0	205965.0	252769.0	182436.0	111616.0	716064.0	241627.0	129658.0	75692.0	237426.0	86576.0	314900.0	93035.0	263812.0	171999.0	152419.0	352982.0	279075.0	362986.0	160536.0	226721.0	83356.0	170695.0	194678.0	126605.0	342501.0	145407.0	184044.0	332747.0	135631.0	338849.0	442032.0	229951.0	128270.0	207490.0	161533.0	265281.0	128610.0	Cellular Processes; Cell Motility; Bacterial chemotaxis
Bacterial invasion of epithelial cells	22.0	71.0	200.0	79.0	117.0	131.0	94.0	70.0	110.0	18.0	389.0	8.0	118.0	75.0	103.0	115.0	154.0	83.0	1602.0	48.0	243.0	236.0	326.0	323.0	105.0	104.0	254.0	96.0	365.0	71.0	928.0	4207.0	92.0	402.0	2021.0	341.0	152.0	2425.0	4987.0	746.0	4863.0	1930.0	3411.0	665.0	8169.0	567.0	65.0	253.0	70.0	1845.0	1316.0	133.0	276.0	219.0	223.0	6290.0	2811.0	66.0	598.0	90.0	Human Diseases; Infectious Diseases; Bacterial invasion of epithelial cells
Bacterial motility proteins	455329.0	400789.0	232304.0	239562.0	518472.0	1152119.0	575006.0	690398.0	446584.0	802423.0	779771.0	668799.0	1851785.0	816325.0	747422.0	392866.0	1048535.0	2188936.0	635464.0	374365.0	333559.0	302211.0	360162.0	314510.0	488772.0	369817.0	151884.0	1344587.0	474983.0	307855.0	236277.0	701204.0	170319.0	724554.0	249124.0	428124.0	381056.0	464410.0	918117.0	656180.0	892577.0	366265.0	429860.0	203504.0	595014.0	366078.0	241362.0	677397.0	270342.0	429929.0	633908.0	289056.0	703075.0	901592.0	425420.0	493665.0	504763.0	324515.0	536630.0	312835.0	Cellular Processes; Cell Motility; Bacterial motility proteins
Bacterial secretion system	230979.0	221809.0	233928.0	280216.0	298166.0	344708.0	316597.0	301642.0	209257.0	181764.0	320543.0	321227.0	484670.0	299698.0	324522.0	285323.0	332459.0	489078.0	401092.0	411705.0	392600.0	274211.0	375098.0	335158.0	329138.0	274108.0	222000.0	358926.0	455982.0	468385.0	267028.0	1193546.0	222614.0	1232334.0	278206.0	361484.0	312019.0	413626.0	440887.0	313297.0	779073.0	320715.0	445939.0	419655.0	423044.0	414615.0	277697.0	290763.0	220920.0	250475.0	362593.0	323587.0	301333.0	353557.0	272773.0	326436.0	322293.0	283394.0	446918.0	256767.0	Environmental Information Processing; Membrane Transport; Bacterial secretion system
Bacterial toxins	36047.0	44459.0	43924.0	57752.0	51908.0	50650.0	65021.0	59718.0	36249.0	29002.0	60103.0	54597.0	59377.0	40179.0	47693.0	64343.0	54845.0	69460.0	58597.0	48427.0	78253.0	52524.0	62749.0	57945.0	60906.0	47455.0	74121.0	61164.0	78246.0	86687.0	62709.0	37769.0	51238.0	55746.0	72242.0	66730.0	59528.0	52633.0	34445.0	54054.0	37230.0	40302.0	93478.0	100736.0	23701.0	59356.0	62525.0	53478.0	62098.0	34186.0	51834.0	80010.0	54238.0	59976.0	78641.0	6082.0	37651.0	54904.0	64298.0	66407.0	Environmental Information Processing; Signaling Molecules and Interaction; Bacterial toxins
Basal transcription factors	546.0	849.0	167.0	581.0	1257.0	524.0	648.0	549.0	636.0	68.0	426.0	826.0	1284.0	181.0	990.0	883.0	448.0	142.0	695.0	600.0	1252.0	1691.0	410.0	512.0	977.0	1307.0	141.0	1142.0	1374.0	481.0	699.0	81.0	92.0	206.0	116.0	865.0	1941.0	135.0	143.0	313.0	1678.0	489.0	61.0	165.0	75.0	500.0	808.0	1088.0	76.0	437.0	261.0	143.0	437.0	532.0	204.0	42.0	444.0	1491.0	158.0	467.0	Genetic Information Processing; Transcription; Basal transcription factors
Base excision repair	173763.0	163226.0	170887.0	201430.0	214144.0	265783.0	236455.0	222965.0	151189.0	139880.0	239177.0	230258.0	369468.0	206272.0	231686.0	209406.0	247599.0	371974.0	249171.0	220168.0	302473.0	182690.0	231001.0	242708.0	230809.0	190748.0	194732.0	281252.0	259366.0	300991.0	170151.0	350648.0	160489.0	403233.0	165246.0	245890.0	213652.0	212144.0	222297.0	227957.0	287536.0	179911.0	265253.0	297151.0	161310.0	237825.0	206953.0	226409.0	183028.0	147992.0	223596.0	222813.0	212550.0	257651.0	215104.0	105251.0	182652.0	200657.0	239370.0	180939.0	Genetic Information Processing; Replication and Repair; Base excision repair
Benzoate degradation	68018.0	85087.0	80819.0	102937.0	94779.0	80531.0	124218.0	103761.0	69983.0	45859.0	94285.0	107437.0	155611.0	86279.0	93867.0	106299.0	108505.0	112305.0	154996.0	153875.0	132200.0	111279.0	144160.0	120914.0	108000.0	99028.0	122371.0	106324.0	168496.0	174044.0	133172.0	469596.0	81219.0	542747.0	74734.0	153163.0	129715.0	112994.0	112707.0	129742.0	264171.0	100625.0	129791.0	147997.0	89387.0	182816.0	117645.0	112958.0	106685.0	77498.0	134813.0	140909.0	106795.0	118821.0	121730.0	65257.0	90079.0	102944.0	194181.0	114163.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Benzoate degradation
Betalain biosynthesis	10.0	12.0	12.0	4.0	10.0	6.0	21.0	2.0	9.0	4.0	44.0	2.0	27.0	8.0	8.0	29.0	31.0	18.0	26.0	4.0	36.0	28.0	38.0	47.0	27.0	30.0	40.0	16.0	47.0	20.0	17.0	32.0	21.0	30.0	26.0	7.0	36.0	34.0	29.0	16.0	14.0	12.0	19.0	17.0	23.0	37.0	36.0	29.0	15.0	2.0	31.0	36.0	9.0	8.0	14.0	57.0	33.0	48.0	50.0	46.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Betalain biosynthesis
Bile secretion	4.0	25.0	31.0	13.0	17.0	9.0	33.0	16.0	28.0	1.0	113.0	10.0	40.0	21.0	17.0	47.0	85.0	25.0	79.0	8.0	59.0	74.0	374.0	50.0	64.0	48.0	55.0	15.0	798.0	31.0	28.0	522.0	27.0	305.0	48.0	19.0	39.0	65.0	35.0	122.0	294.0	234.0	57.0	29.0	41.0	113.0	54.0	40.0	24.0	2.0	110.0	63.0	15.0	23.0	20.0	33.0	53.0	49.0	100.0	68.0	Organismal Systems; Digestive System; Bile secretion
Biosynthesis and biodegradation of secondary metabolites	16822.0	22100.0	19674.0	34968.0	33601.0	31644.0	37798.0	28549.0	25230.0	16013.0	34866.0	28837.0	51876.0	15176.0	38339.0	36450.0	36515.0	51701.0	53577.0	67203.0	52858.0	28925.0	49159.0	40763.0	36943.0	30618.0	13444.0	35589.0	61275.0	36506.0	18549.0	226232.0	28439.0	224458.0	22304.0	43662.0	31340.0	44402.0	53695.0	34767.0	125837.0	40472.0	58431.0	42587.0	53096.0	56069.0	28390.0	27868.0	16651.0	27257.0	45824.0	23248.0	31666.0	39381.0	21307.0	40778.0	42695.0	29081.0	61907.0	19828.0	Unclassified; Metabolism; Biosynthesis and biodegradation of secondary metabolites
Biosynthesis of 12-, 14- and 16-membered macrolides	26.0	1.0	65.0	15.0	0.0	47.0	3.0	27.0	25.0	10.0	4.0	16.0	3.0	27.0	65.0	8.0	2.0	1.0	4.0	37.0	15.0	4.0	4.0	6.0	5.0	2.0	8.0	3.0	5.0	1.0	2.0	1.0	1.0	3.0	3.0	26.0	6.0	2.0	2.0	4.0	3.0	2.0	3.0	1.0	7.0	16.0	5.0	8.0	2.0	16.0	3.0	5.0	18.0	58.0	3.0	123.0	4.0	5.0	6.0	8.0	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of 12-, 14- and 16-membered macrolides
Biosynthesis of ansamycins	51982.0	50523.0	45291.0	59744.0	65962.0	99007.0	78934.0	71997.0	52284.0	56586.0	85694.0	67565.0	129037.0	59522.0	78453.0	62608.0	95047.0	154477.0	82767.0	88979.0	86091.0	52385.0	82493.0	67837.0	83999.0	51844.0	39585.0	112624.0	80465.0	82076.0	40496.0	153340.0	50093.0	180644.0	33069.0	69560.0	62620.0	44209.0	59776.0	66603.0	105039.0	47809.0	98821.0	101176.0	31328.0	88592.0	59702.0	68288.0	42280.0	40659.0	71885.0	61411.0	66745.0	87669.0	66214.0	16549.0	51733.0	56369.0	84299.0	46631.0	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of ansamycins
Biosynthesis of siderophore group nonribosomal peptides	13332.0	6863.0	12935.0	8224.0	11627.0	13187.0	8506.0	5417.0	5653.0	3889.0	8346.0	5981.0	7501.0	4707.0	9337.0	11072.0	9397.0	8556.0	30812.0	40291.0	8068.0	12134.0	18056.0	10147.0	5226.0	9843.0	2645.0	6272.0	39136.0	4215.0	8015.0	223416.0	5760.0	224417.0	12975.0	21183.0	8160.0	22287.0	32205.0	9511.0	112265.0	22631.0	24469.0	4687.0	40119.0	43200.0	4390.0	6063.0	3281.0	15772.0	19154.0	4043.0	6568.0	8380.0	3190.0	32667.0	22128.0	8123.0	50751.0	4364.0	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of siderophore group nonribosomal peptides
Biosynthesis of type II polyketide backbone	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	6.0	1.0	4.0	0.0	0.0	6.0	3.0	8.0	4.0	6.0	4.0	3.0	4.0	4.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	3.0	0.0	1.0	4.0	3.0	3.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	6.0	7.0	9.0	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of type II polyketide backbone
Biosynthesis of type II polyketide products	4.0	3.0	32.0	1.0	1.0	5.0	3.0	2.0	2.0	3.0	12.0	16.0	4.0	8.0	13.0	7.0	9.0	2.0	6.0	2.0	18.0	9.0	13.0	19.0	5.0	5.0	16.0	5.0	7.0	7.0	4.0	16.0	7.0	7.0	3.0	4.0	16.0	8.0	6.0	9.0	4.0	5.0	7.0	6.0	10.0	19.0	13.0	12.0	4.0	4.0	3.0	17.0	3.0	28.0	5.0	89.0	13.0	12.0	15.0	15.0	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of type II polyketide products
Biosynthesis of unsaturated fatty acids	43256.0	45036.0	46151.0	49932.0	54807.0	70751.0	65997.0	61197.0	42299.0	35919.0	61646.0	48864.0	95599.0	39016.0	57635.0	57897.0	69144.0	98180.0	81832.0	75512.0	79547.0	58883.0	75153.0	61508.0	59591.0	50224.0	39657.0	69496.0	109969.0	103564.0	68129.0	280691.0	38433.0	279353.0	75609.0	72672.0	65225.0	129359.0	105650.0	65824.0	185141.0	68724.0	97156.0	72305.0	111256.0	91004.0	52271.0	62370.0	41303.0	53903.0	76535.0	75554.0	63512.0	64465.0	60037.0	87958.0	72675.0	52342.0	100591.0	66759.0	Metabolism; Lipid Metabolism; Biosynthesis of unsaturated fatty acids
Biosynthesis of vancomycin group antibiotics	27839.0	22171.0	24982.0	32448.0	36448.0	54228.0	35561.0	43919.0	23527.0	27916.0	42614.0	33836.0	64475.0	31996.0	38889.0	30640.0	41163.0	74642.0	34716.0	27663.0	41631.0	32428.0	29111.0	32319.0	38416.0	29740.0	42959.0	54239.0	37013.0	32521.0	39830.0	31675.0	25160.0	35035.0	21209.0	32730.0	35414.0	27161.0	32675.0	35360.0	30604.0	25085.0	28873.0	39788.0	17614.0	31907.0	29112.0	36267.0	33324.0	21447.0	35944.0	41625.0	34939.0	47655.0	30638.0	9316.0	26295.0	30036.0	36811.0	34755.0	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of vancomycin group antibiotics
Biotin metabolism	61277.0	51377.0	57741.0	57347.0	78585.0	115518.0	72202.0	84132.0	51417.0	66829.0	91586.0	91840.0	148275.0	91800.0	86046.0	63849.0	97128.0	183839.0	78967.0	62529.0	111548.0	55252.0	59985.0	75191.0	69594.0	63402.0	43814.0	118778.0	78026.0	69074.0	35903.0	143777.0	40544.0	136782.0	40916.0	74243.0	56815.0	75748.0	96429.0	69481.0	116392.0	56844.0	86896.0	56696.0	71172.0	74096.0	50147.0	97952.0	45081.0	51855.0	74147.0	61835.0	73762.0	96227.0	69556.0	50838.0	63855.0	61275.0	72457.0	41723.0	Metabolism; Metabolism of Cofactors and Vitamins; Biotin metabolism
